index,algorithm,time,cpu,matrix_size
706,Homemade,0.010094642639160156,,40
707,Numpy,0.053716182708740234,,40
708,Homemade,0.1692194938659668,,96
709,Numpy,0.015421628952026367,,96
710,Homemade,0.029947280883789062,,57
711,Numpy,0.00019502639770507812,,57
712,Homemade,0.05648946762084961,,72
713,Numpy,0.00024890899658203125,,72
714,Homemade,0.0043451786041259766,,30
715,Numpy,0.00010037422180175781,,30
716,Homemade,0.10564541816711426,,85
717,Numpy,0.00026679039001464844,,85
718,Homemade,0.15077590942382812,,99
719,Numpy,0.021311044692993164,,99
720,Homemade,0.1652214527130127,,97
721,Numpy,0.007310628890991211,,97
722,Homemade,0.0001246929168701172,,8
723,Numpy,0.010411262512207031,,8
724,Homemade,0.01958179473876953,,50
725,Numpy,0.0002200603485107422,,50
726,Homemade,0.0885159969329834,,81
727,Numpy,0.0002560615539550781,,81
728,Homemade,0.0004329681396484375,,13
729,Numpy,5.936622619628906e-05,,13
730,Homemade,0.0008683204650878906,,17
731,Numpy,0.00010442733764648438,,17
732,Homemade,0.0028829574584960938,,26
733,Numpy,0.00010323524475097656,,26
734,Homemade,2.7418136596679688e-05,,4
735,Numpy,2.9802322387695312e-05,,4
736,Homemade,0.0057239532470703125,,33
737,Numpy,0.00010156631469726562,,33
738,Homemade,0.003564596176147461,,28
739,Numpy,8.606910705566406e-05,,28
740,Homemade,0.016085147857666016,,38
741,Numpy,0.032911062240600586,,38
742,Homemade,0.0216982364654541,,52
743,Numpy,0.00019121170043945312,,52
744,Homemade,0.014999866485595703,,46
745,Numpy,0.04377484321594238,,46
746,Homemade,0.04849505424499512,,69
747,Numpy,0.0010235309600830078,,69
748,Homemade,0.1342310905456543,,84
749,Numpy,0.026235103607177734,,84
750,Homemade,0.09082794189453125,,79
751,Numpy,0.0002574920654296875,,79
752,Homemade,0.04735565185546875,,65
753,Numpy,0.0009379386901855469,,65
754,Homemade,0.07237648963928223,,77
755,Numpy,0.060089111328125,,77
756,Homemade,0.08440995216369629,,71
757,Numpy,0.004439115524291992,,71
758,Homemade,0.03505444526672363,,60
759,Numpy,0.002801656723022461,,60
760,Homemade,0.035863399505615234,,63
761,Numpy,0.00021147727966308594,,63
762,Homemade,0.006445884704589844,,34
763,Numpy,0.002588987350463867,,34
764,Homemade,0.0028672218322753906,,26
765,Numpy,0.023548603057861328,,26
766,Homemade,0.01294565200805664,,37
767,Numpy,0.0051996707916259766,,37
768,Homemade,0.12897086143493652,,70
769,Numpy,0.02258014678955078,,70
770,Homemade,0.12267875671386719,,90
771,Numpy,0.0003094673156738281,,90
772,Homemade,0.1211850643157959,,85
773,Numpy,0.14296817779541016,,85
774,Homemade,0.10136651992797852,,85
775,Numpy,0.028544902801513672,,85
776,Homemade,0.025688648223876953,,52
777,Numpy,0.0016384124755859375,,52
778,Homemade,0.0020265579223632812,,23
779,Numpy,0.005165815353393555,,23
780,Homemade,0.0012047290802001953,,19
781,Numpy,0.00015735626220703125,,19
782,Homemade,0.02295088768005371,,53
783,Numpy,0.003935337066650391,,53
784,Homemade,0.03365373611450195,,60
785,Numpy,0.0840301513671875,,60
786,Homemade,0.07264280319213867,,76
787,Numpy,0.026115894317626953,,76
788,Homemade,0.04666757583618164,,58
789,Numpy,0.00022363662719726562,,58
790,Homemade,0.12229371070861816,,92
791,Numpy,0.003353595733642578,,92
792,Homemade,0.0031974315643310547,,27
793,Numpy,0.06234288215637207,,27
794,Homemade,0.028612613677978516,,57
795,Numpy,0.005829811096191406,,57
796,Homemade,0.012128829956054688,,44
797,Numpy,0.012146711349487305,,44
798,Homemade,0.01756453514099121,,48
799,Numpy,0.033478736877441406,,48
800,Homemade,0.03392171859741211,,58
801,Numpy,0.02037668228149414,,58
802,Homemade,2.4080276489257812e-05,,3
803,Numpy,4.9114227294921875e-05,,3
804,Homemade,0.049551963806152344,,68
805,Numpy,0.010825634002685547,,68
806,Homemade,0.04375433921813965,,67
807,Numpy,0.00023436546325683594,,67
808,Homemade,0.01797652244567871,,46
809,Numpy,0.00019598007202148438,,46
810,Homemade,0.07789039611816406,,71
811,Numpy,0.021698474884033203,,71
812,Homemade,0.029295921325683594,,55
813,Numpy,0.00020503997802734375,,55
814,Homemade,0.1879255771636963,,99
815,Numpy,0.009016036987304688,,99
816,Homemade,0.007701396942138672,,37
817,Numpy,0.0008296966552734375,,37
818,Homemade,0.03168964385986328,,60
819,Numpy,0.00995016098022461,,60
820,Homemade,0.030170202255249023,,59
821,Numpy,0.0010235309600830078,,59
822,Homemade,0.000986337661743164,,18
823,Numpy,0.002040386199951172,,18
824,Homemade,0.007139682769775391,,36
825,Numpy,0.002679109573364258,,36
826,Homemade,0.0035431385040283203,,28
827,Numpy,0.0006585121154785156,,28
828,Homemade,0.04350757598876953,,66
829,Numpy,0.0010194778442382812,,66
830,Homemade,0.0008769035339355469,,17
831,Numpy,0.0023047924041748047,,17
832,Homemade,0.020896434783935547,,50
833,Numpy,0.010631322860717773,,50
834,Homemade,0.00027298927307128906,,11
835,Numpy,7.343292236328125e-05,,11
836,Homemade,0.010721683502197266,,41
837,Numpy,0.00014734268188476562,,41
838,Homemade,0.00016069412231445312,,9
839,Numpy,4.57763671875e-05,,9
840,Homemade,0.003256082534790039,,27
841,Numpy,8.606910705566406e-05,,27
842,Homemade,0.1547236442565918,,94
843,Numpy,0.03284192085266113,,94
844,Homemade,0.00026226043701171875,,11
845,Numpy,0.0001621246337890625,,11
846,Homemade,0.10632705688476562,,86
847,Numpy,0.005527973175048828,,86
848,Homemade,0.09763169288635254,,81
849,Numpy,0.00025916099548339844,,81
850,Homemade,0.0043599605560302734,,30
851,Numpy,9.608268737792969e-05,,30
852,Homemade,0.07471394538879395,,70
853,Numpy,0.0018062591552734375,,70
854,Homemade,0.0008711814880371094,,17
855,Numpy,7.653236389160156e-05,,17
856,Homemade,0.05795645713806152,,72
857,Numpy,0.013411521911621094,,72
858,Homemade,0.007397890090942383,,36
859,Numpy,0.0001385211944580078,,36
860,Homemade,0.0015606880187988281,,21
861,Numpy,7.724761962890625e-05,,21
862,Homemade,0.00017380714416503906,,9
863,Numpy,4.7206878662109375e-05,,9
864,Homemade,0.12540149688720703,,90
865,Numpy,0.0010635852813720703,,90
866,Homemade,0.16096758842468262,,95
867,Numpy,0.0005211830139160156,,95
868,Homemade,0.18207907676696777,,98
869,Numpy,0.00039124488830566406,,98
870,Homemade,0.01190638542175293,,43
871,Numpy,0.00012135505676269531,,43
872,Homemade,0.0011360645294189453,,19
873,Numpy,6.29425048828125e-05,,19
874,Homemade,0.05991005897521973,,70
875,Numpy,0.04087424278259277,,70
876,Homemade,0.0002636909484863281,,11
877,Numpy,7.486343383789062e-05,,11
878,Homemade,0.11901473999023438,,79
879,Numpy,0.003674030303955078,,79
880,Homemade,0.06251907348632812,,60
881,Numpy,0.04007387161254883,,60
882,Homemade,0.10193181037902832,,80
883,Numpy,0.033429861068725586,,80
884,Homemade,0.09254336357116699,,77
885,Numpy,0.005319833755493164,,77
886,Homemade,0.002602815628051758,,25
887,Numpy,0.025311946868896484,,25
888,Homemade,0.016991376876831055,,48
889,Numpy,0.0001704692840576172,,48
890,Homemade,0.00835108757019043,,38
891,Numpy,0.04137086868286133,,38
892,Homemade,0.0004363059997558594,,13
893,Numpy,7.867813110351562e-05,,13
894,Homemade,0.0059816837310791016,,34
895,Numpy,9.965896606445312e-05,,34
896,Homemade,0.0046269893646240234,,31
897,Numpy,9.560585021972656e-05,,31
898,Homemade,0.006956815719604492,,36
899,Numpy,0.0550997257232666,,36
900,Homemade,0.0026879310607910156,,26
901,Numpy,0.028705835342407227,,26
902,Homemade,0.17399835586547852,,93
903,Numpy,0.019897937774658203,,93
904,Homemade,0.008858442306518555,,39
905,Numpy,0.00013375282287597656,,39
906,Homemade,0.06871819496154785,,77
907,Numpy,0.00024819374084472656,,77
908,Homemade,0.15336251258850098,,89
909,Numpy,0.05411076545715332,,89
910,Homemade,0.01359415054321289,,45
911,Numpy,0.0001456737518310547,,45
912,Homemade,0.17606139183044434,,96
913,Numpy,0.0003237724304199219,,96
914,Homemade,0.0986485481262207,,83
915,Numpy,0.00026226043701171875,,83
916,Homemade,0.09318971633911133,,75
917,Numpy,0.0002467632293701172,,75
918,Homemade,0.0020418167114257812,,23
919,Numpy,8.130073547363281e-05,,23
920,Homemade,0.001371622085571289,,20
921,Numpy,7.390975952148438e-05,,20
922,Homemade,0.00017261505126953125,,9
923,Numpy,4.363059997558594e-05,,9
924,Homemade,2.6941299438476562e-05,,4
925,Numpy,2.8371810913085938e-05,,4
926,Homemade,0.003926753997802734,,29
927,Numpy,9.34600830078125e-05,,29
928,Homemade,0.003628969192504883,,28
929,Numpy,0.05979108810424805,,28
930,Homemade,0.0008373260498046875,,17
931,Numpy,0.00010013580322265625,,17
932,Homemade,0.09760761260986328,,86
933,Numpy,0.01968240737915039,,86
934,Homemade,0.04385209083557129,,57
935,Numpy,0.0020630359649658203,,57
936,Homemade,0.003598451614379883,,28
937,Numpy,0.0004949569702148438,,28
938,Homemade,0.16822028160095215,,100
939,Numpy,0.001081705093383789,,100
940,Homemade,0.011243820190429688,,42
941,Numpy,0.02360391616821289,,42
942,Homemade,0.008145570755004883,,38
943,Numpy,0.003569364547729492,,38
944,Homemade,2.5987625122070312e-05,,2
945,Numpy,9.083747863769531e-05,,2
946,Homemade,0.08826375007629395,,79
947,Numpy,0.0037298202514648438,,79
948,Homemade,0.002298593521118164,,24
949,Numpy,8.392333984375e-05,,24
950,Homemade,0.13837742805480957,,92
951,Numpy,0.009358882904052734,,92
952,Homemade,0.12221717834472656,,83
953,Numpy,0.004900693893432617,,83
954,Homemade,4.839897155761719e-05,,5
955,Numpy,5.245208740234375e-05,,5
956,Homemade,0.01145482063293457,,42
957,Numpy,0.00012350082397460938,,42
958,Homemade,0.01717352867126465,,48
959,Numpy,0.0001430511474609375,,48
960,Homemade,0.13907647132873535,,81
961,Numpy,0.004120588302612305,,81
962,Homemade,0.0005939006805419922,,15
963,Numpy,0.02263021469116211,,15
964,Homemade,0.06130790710449219,,64
965,Numpy,0.04268598556518555,,64
966,Homemade,0.002260446548461914,,24
967,Numpy,9.918212890625e-05,,24
968,Homemade,0.03456306457519531,,46
969,Numpy,0.0037026405334472656,,46
970,Homemade,0.0032036304473876953,,27
971,Numpy,0.01686859130859375,,27
972,Homemade,0.0057218074798583984,,33
973,Numpy,0.00012135505676269531,,33
974,Homemade,0.033271074295043945,,57
975,Numpy,0.06949496269226074,,57
976,Homemade,0.0009872913360595703,,18
977,Numpy,8.392333984375e-05,,18
978,Homemade,0.1115269660949707,,88
979,Numpy,0.06337237358093262,,88
980,Homemade,0.011167287826538086,,42
981,Numpy,0.0001354217529296875,,42
982,Homemade,0.18056368827819824,,99
983,Numpy,0.05926251411437988,,99
984,Homemade,0.007997751235961914,,38
985,Numpy,0.0018863677978515625,,38
986,Homemade,0.008602380752563477,,39
987,Numpy,0.025635480880737305,,39
988,Homemade,0.03980374336242676,,66
989,Numpy,0.00041747093200683594,,66
990,Homemade,0.0014719963073730469,,21
991,Numpy,0.0018591880798339844,,21
992,Homemade,0.005974769592285156,,34
993,Numpy,0.040476322174072266,,34
994,Homemade,0.09627151489257812,,79
995,Numpy,0.0002448558807373047,,79
996,Homemade,0.17223763465881348,,99
997,Numpy,0.0003898143768310547,,99
998,Homemade,0.0034096240997314453,,28
999,Numpy,8.654594421386719e-05,,28
1000,Homemade,0.001142740249633789,,19
1001,Numpy,6.4849853515625e-05,,19
1002,Homemade,0.01735544204711914,,49
1003,Numpy,0.00012731552124023438,,49
1004,Homemade,2.7894973754882812e-05,,4
1005,Numpy,3.123283386230469e-05,,4
1006,Homemade,0.004567146301269531,,31
1007,Numpy,0.00089263916015625,,31
1008,Homemade,0.0055468082427978516,,33
1009,Numpy,0.03000783920288086,,33
1010,Homemade,0.02609419822692871,,56
1011,Numpy,0.00019049644470214844,,56
1012,Homemade,0.05379962921142578,,70
1013,Numpy,0.0098724365234375,,70
1014,Homemade,0.15796232223510742,,95
1015,Numpy,0.00757288932800293,,95
1016,Homemade,0.001020193099975586,,18
1017,Numpy,0.027535676956176758,,18
1018,Homemade,0.029989957809448242,,59
1019,Numpy,0.000186920166015625,,59
1020,Homemade,0.029636859893798828,,58
1021,Numpy,0.0032782554626464844,,58
1022,Homemade,0.05761885643005371,,72
1023,Numpy,0.0010104179382324219,,72
1024,Homemade,0.0010333061218261719,,18
1025,Numpy,0.004138469696044922,,18
1026,Homemade,0.07760190963745117,,78
1027,Numpy,0.006093502044677734,,78
1028,Homemade,1.7404556274414062e-05,,2
1029,Numpy,5.14984130859375e-05,,2
1030,Homemade,0.13500475883483887,,88
1031,Numpy,0.00037741661071777344,,88
1032,Homemade,0.03227853775024414,,56
1033,Numpy,0.013499021530151367,,56
1034,Homemade,0.0059816837310791016,,34
1035,Numpy,0.015854597091674805,,34
1036,Homemade,9.059906005859375e-05,,7
1037,Numpy,5.8650970458984375e-05,,7
1038,Homemade,0.1092672348022461,,81
1039,Numpy,0.00026345252990722656,,81
1040,Homemade,2.956390380859375e-05,,4
1041,Numpy,3.266334533691406e-05,,4
1042,Homemade,0.08106875419616699,,81
1043,Numpy,0.0002846717834472656,,81
1044,Homemade,4.2438507080078125e-05,,5
1045,Numpy,3.2901763916015625e-05,,5
1046,Homemade,0.13924860954284668,,92
1047,Numpy,0.0025794506072998047,,92
1048,Homemade,0.003453969955444336,,28
1049,Numpy,0.0045316219329833984,,28
1050,Homemade,0.0078122615814208984,,37
1051,Numpy,0.024367570877075195,,37
1052,Homemade,0.0017044544219970703,,22
1053,Numpy,0.01797938346862793,,22
1054,Homemade,0.16583681106567383,,96
1055,Numpy,0.0004036426544189453,,96
1056,Homemade,0.0730295181274414,,74
1057,Numpy,0.013029813766479492,,74
1058,Homemade,0.03986978530883789,,65
1059,Numpy,0.00019431114196777344,,65
1060,Homemade,0.00032782554626464844,,12
1061,Numpy,0.030403852462768555,,12
1062,Homemade,0.0019626617431640625,,23
1063,Numpy,0.007131338119506836,,23
1064,Homemade,0.11322474479675293,,84
1065,Numpy,0.0005640983581542969,,84
1066,Homemade,0.018387556076049805,,49
1067,Numpy,0.0001766681671142578,,49
1068,Homemade,1.2636184692382812e-05,,2
1069,Numpy,3.2901763916015625e-05,,2
1070,Homemade,0.03656888008117676,,42
1071,Numpy,0.05003166198730469,,42
1072,Homemade,0.004129171371459961,,30
1073,Numpy,0.00011348724365234375,,30
1074,Homemade,0.027130842208862305,,53
1075,Numpy,0.0026390552520751953,,53
1076,Homemade,0.09654903411865234,,77
1077,Numpy,0.011659383773803711,,77
1078,Homemade,0.09700393676757812,,76
1079,Numpy,0.02895331382751465,,76
1080,Homemade,0.09584546089172363,,74
1081,Numpy,0.009749650955200195,,74
1082,Homemade,0.005512237548828125,,33
1083,Numpy,0.0009119510650634766,,33
1084,Homemade,0.04844474792480469,,56
1085,Numpy,0.00021219253540039062,,56
1086,Homemade,0.026761293411254883,,56
1087,Numpy,0.08080267906188965,,56
1088,Homemade,0.0004038810729980469,,13
1089,Numpy,0.0003104209899902344,,13
1090,Homemade,0.0009875297546386719,,18
1091,Numpy,8.487701416015625e-05,,18
1092,Homemade,0.02515578269958496,,54
1093,Numpy,0.034314870834350586,,54
1094,Homemade,0.037340402603149414,,63
1095,Numpy,0.002673625946044922,,63
1096,Homemade,0.0003261566162109375,,12
1097,Numpy,5.817413330078125e-05,,12
1098,Homemade,0.12135577201843262,,78
1099,Numpy,0.032929420471191406,,78
1100,Homemade,0.0065462589263916016,,35
1101,Numpy,0.00012636184692382812,,35
1102,Homemade,0.06441688537597656,,75
1103,Numpy,0.008990764617919922,,75
1104,Homemade,0.15114831924438477,,97
1105,Numpy,0.1080930233001709,,97
1106,Homemade,0.0002067089080810547,,10
1107,Numpy,7.43865966796875e-05,,10
1108,Homemade,0.062001943588256836,,88
1109,Numpy,0.0007126331329345703,,88
1110,Homemade,0.0001347064971923828,,8
1111,Numpy,0.0004944801330566406,,8
1112,Homemade,0.01307225227355957,,37
1113,Numpy,0.013582229614257812,,37
1114,Homemade,0.07003068923950195,,74
1115,Numpy,0.011438846588134766,,74
1116,Homemade,0.012064456939697266,,41
1117,Numpy,0.01797795295715332,,41
1118,Homemade,0.007099151611328125,,36
1119,Numpy,0.0001270771026611328,,36
1120,Homemade,0.03911089897155762,,59
1121,Numpy,0.08341383934020996,,59
1122,Homemade,0.06179952621459961,,56
1123,Numpy,0.010303497314453125,,56
1124,Homemade,0.011100292205810547,,41
1125,Numpy,0.00014901161193847656,,41
1126,Homemade,0.02576732635498047,,55
1127,Numpy,0.023426294326782227,,55
1128,Homemade,0.0005180835723876953,,14
1129,Numpy,0.009770393371582031,,14
1130,Homemade,0.15847015380859375,,91
1131,Numpy,0.026668548583984375,,91
1132,Homemade,0.007570505142211914,,39
1133,Numpy,0.03339028358459473,,39
1134,Homemade,0.04813551902770996,,65
1135,Numpy,0.0002205371856689453,,65
1136,Homemade,0.061826229095458984,,74
1137,Numpy,0.0022852420806884766,,74
1138,Homemade,0.008180379867553711,,35
1139,Numpy,0.00016832351684570312,,35
1140,Homemade,0.001814126968383789,,22
1141,Numpy,0.0007915496826171875,,22
1142,Homemade,0.07796978950500488,,73
1143,Numpy,0.041034698486328125,,73
1144,Homemade,0.03051590919494629,,59
1145,Numpy,0.0008130073547363281,,59
1146,Homemade,0.04597043991088867,,67
1147,Numpy,0.0002269744873046875,,67
1148,Homemade,0.11678361892700195,,90
1149,Numpy,0.013104677200317383,,90
1150,Homemade,0.00012040138244628906,,8
1151,Numpy,7.534027099609375e-05,,8
1152,Homemade,1.9311904907226562e-05,,3
1153,Numpy,3.6716461181640625e-05,,3
1154,Homemade,0.016394376754760742,,48
1155,Numpy,0.015005350112915039,,48
1156,Homemade,0.08815145492553711,,77
1157,Numpy,0.011795520782470703,,77
1158,Homemade,0.17029738426208496,,91
1159,Numpy,0.03348660469055176,,91
1160,Homemade,0.0038509368896484375,,29
1161,Numpy,0.00011181831359863281,,29
1162,Homemade,0.06749725341796875,,76
1163,Numpy,0.007250308990478516,,76
1164,Homemade,0.005158662796020508,,32
1165,Numpy,0.0008296966552734375,,32
1166,Homemade,0.06726312637329102,,76
1167,Numpy,0.000240325927734375,,76
1168,Homemade,0.08856034278869629,,83
1169,Numpy,0.0027933120727539062,,83
1170,Homemade,0.002293825149536133,,24
1171,Numpy,0.024831056594848633,,24
1172,Homemade,0.044422149658203125,,66
1173,Numpy,0.002582073211669922,,66
1174,Homemade,0.0051534175872802734,,32
1175,Numpy,0.040693044662475586,,32
1176,Homemade,0.03316760063171387,,61
1177,Numpy,0.00018858909606933594,,61
1178,Homemade,0.0008304119110107422,,17
1179,Numpy,0.03729581832885742,,17
1180,Homemade,0.005636453628540039,,33
1181,Numpy,0.0001423358917236328,,33
1182,Homemade,0.10837769508361816,,81
1183,Numpy,0.00026345252990722656,,81
1184,Homemade,0.1168375015258789,,73
1185,Numpy,0.0002968311309814453,,73
1186,Homemade,0.001346588134765625,,20
1187,Numpy,0.0009486675262451172,,20
1188,Homemade,0.03319525718688965,,60
1189,Numpy,0.06442046165466309,,60
1190,Homemade,4.744529724121094e-05,,5
1191,Numpy,6.175041198730469e-05,,5
1192,Homemade,0.04401969909667969,,67
1193,Numpy,0.011446475982666016,,67
1194,Homemade,1.6450881958007812e-05,,2
1195,Numpy,5.125999450683594e-05,,2
1196,Homemade,0.10890984535217285,,90
1197,Numpy,0.0009579658508300781,,90
1198,Homemade,0.17193245887756348,,97
1199,Numpy,0.00038933753967285156,,97
1200,Homemade,0.08403563499450684,,75
1201,Numpy,0.0002455711364746094,,75
1202,Homemade,0.02060103416442871,,50
1203,Numpy,0.06353497505187988,,50
1204,Homemade,0.009195804595947266,,39
1205,Numpy,0.0001621246337890625,,39
1206,Homemade,0.0005936622619628906,,15
1207,Numpy,8.893013000488281e-05,,15
1208,Homemade,0.0015137195587158203,,21
1209,Numpy,7.295608520507812e-05,,21
1210,Homemade,0.003538370132446289,,20
1211,Numpy,0.04245591163635254,,20
1212,Homemade,0.03839540481567383,,53
1213,Numpy,0.0001862049102783203,,53
1214,Homemade,0.011993646621704102,,43
1215,Numpy,0.07036232948303223,,43
1216,Homemade,0.13969659805297852,,80
1217,Numpy,0.03746223449707031,,80
1218,Homemade,0.006022453308105469,,34
1219,Numpy,0.00011968612670898438,,34
1220,Homemade,0.0103912353515625,,41
1221,Numpy,0.0001201629638671875,,41
1222,Homemade,4.935264587402344e-05,,5
1223,Numpy,3.123283386230469e-05,,5
1224,Homemade,0.0865168571472168,,76
1225,Numpy,0.0002567768096923828,,76
1226,Homemade,0.0013720989227294922,,20
1227,Numpy,8.630752563476562e-05,,20
1228,Homemade,0.065399169921875,,75
1229,Numpy,0.06023693084716797,,75
1230,Homemade,0.024882793426513672,,54
1231,Numpy,0.05634880065917969,,54
1232,Homemade,0.0005652904510498047,,16
1233,Numpy,9.036064147949219e-05,,16
1234,Homemade,0.02025628089904785,,41
1235,Numpy,0.04727339744567871,,41
1236,Homemade,0.07056522369384766,,71
1237,Numpy,0.026561498641967773,,71
1238,Homemade,6.580352783203125e-05,,6
1239,Numpy,5.793571472167969e-05,,6
1240,Homemade,0.004933357238769531,,32
1241,Numpy,0.0001404285430908203,,32
1242,Homemade,0.14499402046203613,,91
1243,Numpy,0.04372143745422363,,91
1244,Homemade,0.00041222572326660156,,13
1245,Numpy,8.0108642578125e-05,,13
1246,Homemade,0.16527342796325684,,89
1247,Numpy,0.09984731674194336,,89
1248,Homemade,0.07131385803222656,,76
1249,Numpy,0.00026154518127441406,,76
1250,Homemade,4.863739013671875e-05,,5
1251,Numpy,4.410743713378906e-05,,5
1252,Homemade,0.0051212310791015625,,32
1253,Numpy,9.5367431640625e-05,,32
1254,Homemade,0.0002562999725341797,,11
1255,Numpy,5.1021575927734375e-05,,11
1256,Homemade,0.0019876956939697266,,24
1257,Numpy,0.046510934829711914,,24
1258,Homemade,0.0824894905090332,,75
1259,Numpy,0.00025272369384765625,,75
1260,Homemade,0.0007424354553222656,,16
1261,Numpy,8.320808410644531e-05,,16
1262,Homemade,0.003951311111450195,,29
1263,Numpy,9.1552734375e-05,,29
1264,Homemade,0.007524967193603516,,36
1265,Numpy,0.00011396408081054688,,36
1266,Homemade,0.0014760494232177734,,20
1267,Numpy,7.605552673339844e-05,,20
1268,Homemade,0.12295818328857422,,83
1269,Numpy,0.0002543926239013672,,83
1270,Homemade,0.10756349563598633,,84
1271,Numpy,0.0002930164337158203,,84
1272,Homemade,0.00016546249389648438,,9
1273,Numpy,0.016692161560058594,,9
1274,Homemade,0.14464426040649414,,92
1275,Numpy,0.020985126495361328,,92
1276,Homemade,0.01402592658996582,,43
1277,Numpy,0.00017833709716796875,,43
1278,Homemade,0.005533933639526367,,26
1279,Numpy,0.03264141082763672,,26
1280,Homemade,0.0335993766784668,,61
1281,Numpy,0.00018358230590820312,,61
1282,Homemade,0.09334325790405273,,85
1283,Numpy,0.0002624988555908203,,85
1284,Homemade,0.06232285499572754,,56
1285,Numpy,0.003426074981689453,,56
1286,Homemade,0.11951637268066406,,85
1287,Numpy,0.00025582313537597656,,85
1288,Homemade,0.05944561958312988,,73
1289,Numpy,0.009667634963989258,,73
1290,Homemade,0.15459537506103516,,96
1291,Numpy,0.042235374450683594,,96
1292,Homemade,0.05759739875793457,,71
1293,Numpy,0.00595855712890625,,71
1294,Homemade,0.0008449554443359375,,17
1295,Numpy,0.02789902687072754,,17
1296,Homemade,0.07726287841796875,,80
1297,Numpy,0.013835668563842773,,80
1298,Homemade,0.011777400970458984,,42
1299,Numpy,0.003882884979248047,,42
1300,Homemade,0.008762836456298828,,38
1301,Numpy,0.00014090538024902344,,38
1302,Homemade,0.019456148147583008,,51
1303,Numpy,0.00017213821411132812,,51
1304,Homemade,0.1631321907043457,,87
1305,Numpy,0.004060268402099609,,87
1306,Homemade,0.18064212799072266,,94
1307,Numpy,0.00468754768371582,,94
1308,Homemade,0.002231597900390625,,24
1309,Numpy,0.0001068115234375,,24
1310,Homemade,0.08758091926574707,,79
1311,Numpy,0.00025200843811035156,,79
1312,Homemade,0.006546974182128906,,35
1313,Numpy,0.00010466575622558594,,35
1314,Homemade,0.0678713321685791,,76
1315,Numpy,0.0002682209014892578,,76
1316,Homemade,0.001392364501953125,,20
1317,Numpy,9.298324584960938e-05,,20
1318,Homemade,0.00016188621520996094,,9
1319,Numpy,5.245208740234375e-05,,9
1320,Homemade,0.030280351638793945,,59
1321,Numpy,0.00017309188842773438,,59
1322,Homemade,0.14795565605163574,,96
1323,Numpy,0.0003254413604736328,,96
1324,Homemade,0.15018749237060547,,94
1325,Numpy,0.005728244781494141,,94
1326,Homemade,0.13998842239379883,,97
1327,Numpy,0.0003161430358886719,,97
1328,Homemade,0.1605665683746338,,96
1329,Numpy,0.004057168960571289,,96
1330,Homemade,0.007588863372802734,,37
1331,Numpy,0.00028395652770996094,,37
1332,Homemade,0.06996726989746094,,74
1333,Numpy,0.0050585269927978516,,74
1334,Homemade,0.05459451675415039,,70
1335,Numpy,0.05685257911682129,,70
1336,Homemade,0.03911256790161133,,61
1337,Numpy,0.04740142822265625,,61
1338,Homemade,0.12079095840454102,,92
1339,Numpy,0.0002651214599609375,,92
1340,Homemade,0.023316144943237305,,49
1341,Numpy,0.009610176086425781,,49
1342,Homemade,0.025969505310058594,,56
1343,Numpy,0.0005781650543212891,,56
1344,Homemade,0.003076314926147461,,27
1345,Numpy,0.00010657310485839844,,27
1346,Homemade,0.07990503311157227,,81
1347,Numpy,0.0002529621124267578,,81
1348,Homemade,0.00457453727722168,,31
1349,Numpy,9.512901306152344e-05,,31
1350,Homemade,1.5020370483398438e-05,,2
1351,Numpy,2.8371810913085938e-05,,2
1352,Homemade,0.11262106895446777,,86
1353,Numpy,0.055901288986206055,,86
1354,Homemade,0.04307913780212402,,65
1355,Numpy,0.005437135696411133,,65
1356,Homemade,0.01836705207824707,,42
1357,Numpy,0.0002009868621826172,,42
1358,Homemade,0.03900456428527832,,54
1359,Numpy,0.1004800796508789,,54
1360,Homemade,0.00033211708068847656,,12
1361,Numpy,0.03199577331542969,,12
1362,Homemade,0.042014360427856445,,66
1363,Numpy,0.00321197509765625,,66
1364,Homemade,2.4318695068359375e-05,,3
1365,Numpy,8.511543273925781e-05,,3
1366,Homemade,0.1542987823486328,,96
1367,Numpy,0.029999494552612305,,96
1368,Homemade,0.0012617111206054688,,20
1369,Numpy,0.0003459453582763672,,20
1370,Homemade,8.511543273925781e-05,,7
1371,Numpy,0.0007371902465820312,,7
1372,Homemade,0.05060219764709473,,67
1373,Numpy,0.00021958351135253906,,67
1374,Homemade,0.00968623161315918,,40
1375,Numpy,0.10342764854431152,,40
1376,Homemade,0.10220098495483398,,82
1377,Numpy,0.12186932563781738,,82
1378,Homemade,0.001516103744506836,,21
1379,Numpy,0.010478734970092773,,21
1380,Homemade,0.0285184383392334,,58
1381,Numpy,0.019868135452270508,,58
1382,Homemade,0.08833074569702148,,72
1383,Numpy,0.015656232833862305,,72
1384,Homemade,2.4318695068359375e-05,,3
1385,Numpy,5.269050598144531e-05,,3
1386,Homemade,0.001962423324584961,,23
1387,Numpy,7.486343383789062e-05,,23
1388,Homemade,0.17331933975219727,,94
1389,Numpy,0.02645087242126465,,94
1390,Homemade,0.06287813186645508,,75
1391,Numpy,0.021708965301513672,,75
1392,Homemade,0.08210444450378418,,75
1393,Numpy,0.016047000885009766,,75
1394,Homemade,0.0025000572204589844,,25
1395,Numpy,0.00012254714965820312,,25
1396,Homemade,0.011908531188964844,,43
1397,Numpy,0.0001227855682373047,,43
1398,Homemade,0.0013580322265625,,20
1399,Numpy,0.0028934478759765625,,20
